timestamp;buyer;seller;symbol;currency;price;quantity
20500;SUBMISSION;;KELP;SEASHELLS;2034;8
20600;;SUBMISSION;KELP;SEASHELLS;2035;2
20600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;4
20700;SUBMISSION;;KELP;SEASHELLS;2034;2
20900;SUBMISSION;;KELP;SEASHELLS;2034;1
21200;;SUBMISSION;KELP;SEASHELLS;2035;1
21200;;SUBMISSION;KELP;SEASHELLS;2035;1
21200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
21500;SUBMISSION;;KELP;SEASHELLS;2033;2
22100;;SUBMISSION;KELP;SEASHELLS;2035;1
22200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
22400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
22600;;SUBMISSION;KELP;SEASHELLS;2035;1
22800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
22900;SUBMISSION;;KELP;SEASHELLS;2034;1
22900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;2
23000;;SUBMISSION;KELP;SEASHELLS;2035;1
23000;;SUBMISSION;KELP;SEASHELLS;2035;1
23000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
23200;SUBMISSION;;KELP;SEASHELLS;2034;1
23400;SUBMISSION;;KELP;SEASHELLS;2034;2
23700;;SUBMISSION;KELP;SEASHELLS;2035;1
24300;SUBMISSION;;KELP;SEASHELLS;2034;1
24300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
25000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
25100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
25400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;3
25800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
25900;;SUBMISSION;KELP;SEASHELLS;2035;2
25900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;2
26000;;SUBMISSION;KELP;SEASHELLS;2035;1
26000;;SUBMISSION;KELP;SEASHELLS;2035;1
26100;;SUBMISSION;KELP;SEASHELLS;2035;1
26100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
26200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
26300;SUBMISSION;;KELP;SEASHELLS;2034;1
26300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;4
26600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;4
26700;;SUBMISSION;KELP;SEASHELLS;2035;1
26700;;SUBMISSION;KELP;SEASHELLS;2035;1
26800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
27100;;SUBMISSION;KELP;SEASHELLS;2035;1
27100;;SUBMISSION;KELP;SEASHELLS;2035;1
27100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
27200;;SUBMISSION;KELP;SEASHELLS;2035;1
27300;SUBMISSION;;KELP;SEASHELLS;2034;1
27400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
27600;;SUBMISSION;KELP;SEASHELLS;2035;1
27800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;3
28100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;1
28100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;2
28600;SUBMISSION;;KELP;SEASHELLS;2034;5
28600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;1
28700;SUBMISSION;;KELP;SEASHELLS;2034;1
29000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
29300;;SUBMISSION;KELP;SEASHELLS;2035;1
29400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
29500;SUBMISSION;;KELP;SEASHELLS;2034;1
29600;SUBMISSION;;KELP;SEASHELLS;2034;3
29600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;2
29800;;SUBMISSION;KELP;SEASHELLS;2035;1
29800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10004;5
29900;;SUBMISSION;KELP;SEASHELLS;2035;15
30200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
30300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;4
30400;;SUBMISSION;KELP;SEASHELLS;2035;2
30600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
31000;;SUBMISSION;KELP;SEASHELLS;2035;6
31000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
31000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
31100;SUBMISSION;;KELP;SEASHELLS;2034;9
31100;SUBMISSION;;KELP;SEASHELLS;2034;15
31100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
31200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
31200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;6
31600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
31700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9996;3
31700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
31800;;SUBMISSION;KELP;SEASHELLS;2035;2
32100;SUBMISSION;;KELP;SEASHELLS;2034;2
32100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;2
32500;;SUBMISSION;KELP;SEASHELLS;2036;9
32500;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
33200;;SUBMISSION;KELP;SEASHELLS;2036;1
33600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;2
33900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;1
33900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;11
34200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
34300;SUBMISSION;;KELP;SEASHELLS;2035;1
34600;;SUBMISSION;KELP;SEASHELLS;2036;14
34800;SUBMISSION;;KELP;SEASHELLS;2035;10
35400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
35700;;SUBMISSION;KELP;SEASHELLS;2036;11
36000;SUBMISSION;;KELP;SEASHELLS;2035;2
36000;SUBMISSION;;KELP;SEASHELLS;2035;2
36000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;2
36500;SUBMISSION;;KELP;SEASHELLS;2035;1
36600;SUBMISSION;;KELP;SEASHELLS;2035;2
36600;SUBMISSION;;KELP;SEASHELLS;2035;2
36600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;2
36700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
37100;;SUBMISSION;KELP;SEASHELLS;2036;9
37300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;1
37600;SUBMISSION;;KELP;SEASHELLS;2035;9
37600;;SUBMISSION;KELP;SEASHELLS;2036;1
37600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;1
37600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;9
37700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
37800;;SUBMISSION;KELP;SEASHELLS;2036;2
37800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;2
38400;SUBMISSION;;KELP;SEASHELLS;2035;4
38600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
38700;SUBMISSION;;KELP;SEASHELLS;2035;1
38700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;2
39000;SUBMISSION;;KELP;SEASHELLS;2035;3
39000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;3
39100;;SUBMISSION;KELP;SEASHELLS;2036;1
39100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
39200;SUBMISSION;;KELP;SEASHELLS;2035;4
39200;SUBMISSION;;KELP;SEASHELLS;2035;2
39200;SUBMISSION;;KELP;SEASHELLS;2035;4
39200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;4
39200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9996;2
39700;SUBMISSION;;KELP;SEASHELLS;2035;1
39700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;6
39800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
40000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;11
40200;;SUBMISSION;KELP;SEASHELLS;2036;6
40300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;4
40500;;SUBMISSION;KELP;SEASHELLS;2036;13
40600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
40700;;SUBMISSION;KELP;SEASHELLS;2036;1
40700;;SUBMISSION;KELP;SEASHELLS;2036;1
41000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;2
41400;SUBMISSION;;KELP;SEASHELLS;2035;5
41700;;SUBMISSION;KELP;SEASHELLS;2036;2
41800;SUBMISSION;;KELP;SEASHELLS;2035;1
42000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
42100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;2
42400;SUBMISSION;;KELP;SEASHELLS;2035;1
42400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;1
42600;;SUBMISSION;KELP;SEASHELLS;2036;1
42800;SUBMISSION;;KELP;SEASHELLS;2035;2
42800;SUBMISSION;;KELP;SEASHELLS;2035;4
42800;SUBMISSION;;KELP;SEASHELLS;2035;2
42800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;2
42900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;5
43200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;2
43300;;SUBMISSION;KELP;SEASHELLS;2036;1
43600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;2
43900;SUBMISSION;;KELP;SEASHELLS;2035;1
43900;;SUBMISSION;KELP;SEASHELLS;2036;2
43900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
43900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;4
43900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;2
44000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;4
44300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;2
44700;;SUBMISSION;KELP;SEASHELLS;2036;1
45000;SUBMISSION;;KELP;SEASHELLS;2035;1
45100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
45200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
45300;SUBMISSION;;KELP;SEASHELLS;2035;1
45500;SUBMISSION;;KELP;SEASHELLS;2034;2
45500;SUBMISSION;;KELP;SEASHELLS;2034;4
45500;SUBMISSION;;KELP;SEASHELLS;2034;1
45500;SUBMISSION;;KELP;SEASHELLS;2034;2
45500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
45700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
45800;;SUBMISSION;KELP;SEASHELLS;2035;5
45900;SUBMISSION;;KELP;SEASHELLS;2034;1
46000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
46400;;SUBMISSION;KELP;SEASHELLS;2035;1
46500;;SUBMISSION;KELP;SEASHELLS;2035;2
46500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
46600;;SUBMISSION;KELP;SEASHELLS;2035;1
46900;SUBMISSION;;KELP;SEASHELLS;2034;9
47100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
47200;;SUBMISSION;KELP;SEASHELLS;2035;1
47200;;SUBMISSION;KELP;SEASHELLS;2035;1
47400;;SUBMISSION;KELP;SEASHELLS;2035;5
47400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
47500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
47700;SUBMISSION;;KELP;SEASHELLS;2034;7
48000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;2
48700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;2
49000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;1
49000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;1
49200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;3
49600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;3
49700;;SUBMISSION;KELP;SEASHELLS;2036;1
49800;SUBMISSION;;KELP;SEASHELLS;2035;1
49800;;SUBMISSION;KELP;SEASHELLS;2036;1
49800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
50100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;4
50400;SUBMISSION;;KELP;SEASHELLS;2035;1
50600;;SUBMISSION;KELP;SEASHELLS;2036;1
50600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;5
50900;SUBMISSION;;KELP;SEASHELLS;2035;1
50900;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;5
51300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;5
51400;;SUBMISSION;KELP;SEASHELLS;2036;5
51500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9996;2
51600;;SUBMISSION;KELP;SEASHELLS;2036;3
51600;;SUBMISSION;KELP;SEASHELLS;2036;1
52000;SUBMISSION;;KELP;SEASHELLS;2035;5
52000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;5
52000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
52200;SUBMISSION;;KELP;SEASHELLS;2034;1
52200;SUBMISSION;;KELP;SEASHELLS;2034;2
52400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;3
52600;SUBMISSION;;KELP;SEASHELLS;2034;1
52600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;1
53100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;5
53200;;SUBMISSION;KELP;SEASHELLS;2036;1
53300;SUBMISSION;;KELP;SEASHELLS;2035;1
53400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
53900;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;4
54000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
54100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;1
54100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;1
54300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
54600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;2
54700;;SUBMISSION;KELP;SEASHELLS;2036;2
54700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;1
54700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;2
54700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;4
54900;;SUBMISSION;KELP;SEASHELLS;2036;1
55300;;SUBMISSION;KELP;SEASHELLS;2036;1
55300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;5
55300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;3
55400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;6
56100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
56200;SUBMISSION;;KELP;SEASHELLS;2035;4
56200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;4
56500;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;6
56700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
57100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
57600;;SUBMISSION;KELP;SEASHELLS;2035;5
57900;SUBMISSION;;KELP;SEASHELLS;2034;5
58000;;SUBMISSION;KELP;SEASHELLS;2036;14
58100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10004;7
58600;SUBMISSION;;KELP;SEASHELLS;2034;1
58600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;1
58700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
58700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;2
58700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;2
58800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;1
58800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;1
58900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;2
59100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
59200;;SUBMISSION;KELP;SEASHELLS;2036;10
59200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
59400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
59600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
59700;;SUBMISSION;KELP;SEASHELLS;2036;1
59700;;SUBMISSION;KELP;SEASHELLS;2036;1
59900;SUBMISSION;;KELP;SEASHELLS;2035;2
59900;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;2
60000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
60400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
60400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;2
60400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;5
60500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10000;2
60600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;1
60800;;SUBMISSION;KELP;SEASHELLS;2036;1
60800;;SUBMISSION;KELP;SEASHELLS;2036;1
61000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
61200;SUBMISSION;;KELP;SEASHELLS;2035;3
61200;SUBMISSION;;KELP;SEASHELLS;2035;1
61500;;SUBMISSION;KELP;SEASHELLS;2036;1
61500;;SUBMISSION;KELP;SEASHELLS;2036;1
61800;SUBMISSION;;KELP;SEASHELLS;2035;1
61900;SUBMISSION;;KELP;SEASHELLS;2034;9
62700;;SUBMISSION;KELP;SEASHELLS;2036;15
